,ID,default_payment_next_month
190,2433,0
191,17303,0
192,23846,0
193,12631,0
194,16250,0
195,26577,0
196,18831,0
197,14697,0
198,20765,0
199,26177,0
200,29311,0
201,24408,0
202,6383,0
203,20685,0
204,3809,0
205,21273,0
206,18934,0
207,14851,0
208,15039,0
209,28924,0
210,20323,0
211,4159,0
212,23311,0
213,18500,0
214,12312,0
215,5176,0
216,29809,0
217,8224,0
218,26644,0
219,21569,0
220,3908,0
221,14974,0
222,19720,0
223,13244,0
224,18037,0
225,29716,0
226,6784,0
227,3110,0
228,26797,0
229,29080,0
230,19229,0
231,16329,0
232,13004,0
233,25354,0
234,7464,0
235,7911,0
236,15409,0
237,20893,0
238,10835,0
239,21892,0
240,25921,0
241,26056,0
242,26809,0
243,13321,0
244,17387,0
245,21143,0
246,213,0
247,19401,0
248,19504,0
249,5788,0
250,18353,0
251,2683,0
252,2159,0
253,899,0
254,10693,0
255,23451,0
256,18539,0
257,4715,0
258,9989,0
259,12692,0
260,12160,1
261,10603,0
262,13458,0
263,5694,0
264,2888,0
265,29839,0
266,7413,0
267,21942,0
268,9221,0
269,20226,0
270,2883,0
271,14234,0
272,13370,0
273,2446,0
274,6214,0
275,6431,0
276,19417,0
277,15768,0
278,7945,0
279,1286,0
280,15942,0
281,6508,0
282,23485,0
283,23138,0
284,26282,0
285,5028,0
286,24578,0
287,12846,0
288,23194,0
289,15680,0
290,11623,0
291,304,0
292,7304,0
293,3448,0
294,28975,0
295,25985,0
296,29680,0
297,1043,0
298,28212,0
299,5098,0
300,17148,0
301,26345,0
302,28029,0
303,16256,0
304,22932,0
305,17648,1
306,13904,0
307,14574,0
308,7731,0
309,2694,0
310,14342,0
311,9339,0
312,19614,0
313,3209,0
314,11420,0
315,6280,0
316,13347,0
317,22568,0
318,22426,0
319,27103,0
320,28811,0
321,27614,0
322,17094,0
323,8391,0
324,14918,0
325,18374,0
326,24387,0
327,5525,0
328,29090,0
329,11319,0
330,19054,0
331,20881,0
332,13047,0
333,8339,0
334,8866,0
335,8966,0
336,24917,0
337,24622,0
338,7525,0
339,23942,0
340,8918,0
341,2751,0
342,24940,0
343,12726,0
344,23993,0
345,10175,0
346,14554,0
347,6442,0
348,14666,0
349,18743,0
350,12144,0
351,25599,0
352,27155,0
353,11265,0
354,26947,0
355,25937,0
356,20353,0
357,11634,0
358,28096,0
359,19067,0
360,18946,0
361,25215,0
362,5430,0
363,24433,0
364,29306,0
365,20713,0
366,16168,0
367,4038,0
368,16618,0
369,10706,0
370,17714,0
371,23060,0
372,28099,0
373,19158,0
374,16577,0
375,18448,0
376,18991,0
377,2307,0
378,13025,0
379,26861,0
380,11334,0
381,25761,0
382,8240,0
383,20962,0
384,12873,0
385,6196,0
386,18890,0
387,11239,0
388,25073,0
389,16475,0
390,28874,0
391,12850,0
392,6336,0
393,18737,0
394,29149,0
395,11545,0
396,14044,0
397,6390,0
398,22097,0
399,7515,0
400,9284,0
401,28254,0
402,12428,0
403,12832,0
404,13034,0
405,10658,0
406,29479,0
407,10053,0
408,4266,0
409,18526,0
410,19999,0
411,2527,0
412,29189,0
413,18321,0
414,11724,0
415,10898,0
416,22944,0
417,17035,0
418,3120,0
419,10269,0
420,24595,0
421,22758,0
422,12378,0
423,8775,0
424,15093,0
425,26474,0
426,16827,0
427,16201,0
428,21709,0
429,22681,0
430,20306,0
431,4414,0
432,25408,0
433,6107,0
434,13480,0
435,14147,0
436,11558,0
437,16019,0
438,28778,0
439,26792,0
440,23923,0
441,7252,0
442,13779,0
443,12030,0
444,25121,0
445,8196,0
446,11353,0
447,21112,0
448,26842,0
449,27705,0
450,5556,0
451,25388,0
452,6696,0
453,23596,0
454,27455,0
455,7675,0
456,25532,0
457,14328,0
458,2365,0
459,15954,0
460,2508,0
461,5125,0
462,4652,0
463,20786,0
464,14561,0
465,14607,0
466,27918,0
467,26501,0
468,9877,0
469,4979,0
470,23354,0
471,21406,0
472,21135,0
473,22004,0
474,5808,0
475,25719,0
476,4320,0
477,13267,0
478,16591,0
479,27663,0
480,20130,0
481,14669,0
482,2014,0
483,26039,0
484,20160,0
485,4483,0
486,16716,0
487,10020,0
488,3373,0
489,7203,0
490,18089,0
491,12036,0
492,14795,0
493,17211,0
494,9319,0
495,5011,0
496,24188,0
497,26689,0
498,8491,0
499,28752,0
500,22092,0
501,24307,0
502,21826,0
503,14272,0
504,27609,0
505,16810,0
506,16052,0
507,23428,0
508,17002,0
509,3593,0
510,7299,0
511,13655,0
512,26722,0
513,27897,0
514,14690,0
515,13946,0
516,18088,0
517,24493,0
518,23423,0
519,3544,0
520,21238,0
521,14415,0
522,21776,0
523,746,0
524,964,0
525,12573,0
526,1119,0
527,24894,0
528,21855,0
529,23988,0
530,3640,0
531,26538,0
532,20036,0
533,22454,0
534,8403,0
535,11704,0
536,9524,0
537,13982,0
538,13331,0
539,26961,0
540,27119,0
541,2844,0
542,27690,0
543,28157,0
544,6478,0
545,24766,0
546,2989,0
547,1662,0
548,22734,0
549,27096,0
550,21646,0
551,24197,0
552,27983,0
553,28471,0
554,20835,0
555,7139,0
556,8039,0
557,25442,0
558,7372,0
559,17338,0
560,16644,0
561,26236,0
562,16612,0
563,29075,0
564,22962,0
565,16232,0
566,1325,0
567,13368,0
568,6564,0
569,16291,0
570,5536,0
571,27721,0
572,26363,0
573,9580,0
574,21320,0
575,7649,0
576,5274,0
577,4072,0
578,28612,0
579,11241,0
580,1135,0
581,23543,0
582,10512,0
583,23925,0
584,29641,0
585,21365,0
586,16204,0
587,18028,0
588,3695,0
589,28042,0
590,2878,0
591,19837,0
592,7120,0
593,24793,0
594,231,0
595,28009,0
596,17188,0
597,476,0
598,18432,0
599,8309,0
600,13881,0
601,11501,0
602,14227,0
603,19452,0
604,21315,1
605,24633,0
606,18903,0
607,28934,1
608,12633,0
609,3780,0
610,478,0
611,7917,0
612,5904,0
613,14649,0
614,12806,0
615,12496,0
616,3501,0
617,23998,0
618,18014,0
619,9497,0
620,26439,0
621,12553,0
622,9671,0
623,2305,0
624,20194,0
625,5270,0
626,11553,0
627,22256,0
628,23168,0
629,3455,0
630,919,0
631,17481,0
632,25850,0
633,647,0
634,3299,0
635,4431,0
636,19134,0
637,23285,0
638,26740,0
639,9287,0
640,25744,0
641,5014,0
642,28395,0
643,12562,0
644,15997,0
645,26360,0
646,4734,0
647,26798,0
648,23660,0
649,28530,0
650,20185,0
651,12114,0
652,4133,0
653,6525,0
654,6292,0
655,2139,0
656,4611,0
657,25208,0
658,10478,0
659,9942,0
660,3297,0
661,20745,0
662,2930,0
663,18747,0
664,1878,0
665,22226,0
666,17085,0
667,6596,0
668,29855,0
669,17722,0
670,25981,0
671,9599,0
672,19200,0
673,21015,0
674,13263,0
675,8825,0
676,19002,0
677,11522,0
678,11994,0
679,6077,0
680,1918,0
681,14086,0
682,10800,0
683,959,0
684,14932,0
685,19461,0
686,22783,0
687,29950,0
688,13637,0
689,8305,0
690,26152,0
691,8806,0
692,15649,0
693,16706,0
694,17182,0
695,6053,0
696,22514,0
697,29370,0
698,22182,0
699,14335,0
700,6961,0
701,4105,0
702,16780,0
703,2847,0
704,18869,0
705,19080,0
706,18952,0
707,15647,0
708,19570,0
709,751,0
710,7420,0
711,15228,0
712,19775,0
713,21741,0
714,20218,0
715,23418,0
716,23655,0
717,5386,0
718,27091,0
719,23555,0
720,108,0
721,12164,0
722,7088,0
723,20708,0
724,8466,0
725,19834,0
726,29874,0
727,24823,0
728,21428,0
729,13203,0
730,10092,0
731,7121,0
732,4416,0
733,26532,0
734,23924,0
735,23137,0
736,10810,0
737,8580,0
738,6023,0
739,21269,0
740,9401,0
741,16389,0
742,12149,0
743,25065,0
744,7588,0
745,10341,0
746,7010,0
747,27105,0
748,17922,0
749,23154,0
750,8017,0
751,10757,0
752,20427,0
753,6105,0
754,2964,0
755,12451,0
756,1054,0
757,15016,0
758,23446,0
759,6378,0
760,2312,0
761,15591,0
762,6938,0
763,21584,0
764,4279,0
765,26794,0
766,10194,0
767,11879,0
768,4589,0
769,24979,0
770,4147,0
771,19289,0
772,28346,0
773,135,0
774,29606,0
775,474,0
776,26950,0
777,14650,0
778,25279,0
779,1593,0
780,15874,0
781,29219,0
782,25422,0
783,9916,0
784,22494,0
785,24982,1
786,27159,0
787,9966,0
788,15709,0
789,10318,0
790,3585,0
791,18595,0
792,17271,0
793,17733,0
794,9613,0
795,10999,0
796,16966,0
797,23386,0
798,16962,0
799,16069,0
800,23542,0
801,11668,0
802,17950,0
803,29187,0
804,685,0
805,19606,0
806,24930,0
807,21962,0
808,2728,0
809,20200,0
810,1843,0
811,1257,0
812,6854,0
813,28562,0
814,640,0
815,9650,0
816,7104,0
817,24691,0
818,19143,0
819,4380,0
820,25998,0
821,22034,0
822,18170,0
823,25405,0
824,1444,0
825,23688,0
826,11041,0
827,4980,0
828,13394,0
829,4753,0
830,15061,0
831,26738,0
832,10121,0
833,7004,0
834,25595,0
835,26942,0
836,16312,0
837,25330,0
838,1281,0
839,719,1
840,12068,0
841,29923,0
842,27342,0
843,29452,0
844,4488,0
845,10043,0
846,24807,0
847,15516,0
848,6142,0
849,29436,0
850,29533,0
851,16681,0
852,28798,0
853,18464,0
854,6950,0
855,10045,0
856,12517,0
857,18147,0
858,17088,0
859,1151,0
860,28648,0
861,20946,0
862,14281,0
863,976,0
864,180,0
865,28218,0
866,26573,0
867,5812,0
868,22239,0
869,21868,0
870,28467,0
871,9587,0
872,17721,0
873,28506,0
874,7224,0
875,24289,0
876,18846,0
877,8577,0
878,17061,0
879,6797,0
880,14140,0
881,967,0
882,21272,0
883,21888,0
884,25481,0
885,24492,0
886,6249,0
887,7197,0
888,24920,0
889,23956,0
890,11822,0
891,2745,0
892,3378,0
893,13545,0
894,4310,0
895,16230,0
896,10995,0
897,1841,0
898,18390,0
899,22825,0
900,3195,0
901,4577,0
902,18707,0
903,24485,0
904,14703,0
905,27946,0
906,821,0
907,14862,0
908,7006,0
909,23263,0
910,12288,0
911,2916,0
912,16370,0
913,14691,0
914,11324,0
915,16484,0
916,19284,0
917,6149,0
918,7732,0
919,210,0
920,5583,0
921,6144,0
922,2416,0
923,20986,0
924,20902,0
925,12727,0
926,14702,0
927,15007,0
928,19644,0
929,29717,0
930,24089,0
931,24803,0
932,10863,0
933,9860,0
934,9054,0
935,28054,0
936,29437,0
937,16374,0
938,21740,0
939,22887,0
940,8333,0
941,19366,0
942,22985,0
943,26885,0
944,22769,0
945,25897,0
946,28832,0
947,23119,0
948,13062,0
949,15463,0
950,25365,0
951,14742,0
952,652,0
953,3051,0
954,16040,0
955,1234,0
956,14351,0
957,22904,0
958,23280,0
959,23648,0
960,10401,0
961,12461,0
962,2670,0
963,19758,0
964,21638,0
965,15485,0
966,10425,0
967,23352,0
968,29065,0
969,16134,0
970,10009,0
971,26390,0
972,25053,0
973,11276,0
974,13554,0
975,9219,0
976,872,0
977,13098,0
978,13728,0
979,2383,0
980,1825,0
981,23170,0
982,23165,0
983,24302,0
984,2394,0
985,3964,0
986,25791,1
987,24049,0
988,5434,0
989,10678,0
990,28107,0
991,11273,0
992,20677,0
993,16171,0
994,29759,0
995,18492,0
996,15053,0
997,12964,0
998,13078,0
999,22086,0
1000,18515,0
1001,26228,0
1002,11807,0
1003,11399,0
1004,851,0
1005,25527,0
1006,12849,0
1007,24347,0
1008,29242,0
1009,311,0
1010,20701,0
1011,6666,0
1012,287,0
1013,17413,0
1014,27586,0
1015,18424,0
1016,11918,0
1017,586,0
1018,17607,0
1019,2197,0
1020,1986,0
1021,25723,0
1022,21846,0
1023,6325,0
1024,22395,0
1025,26078,0
1026,4738,0
1027,2472,0
1028,23926,0
1029,1665,0
1030,22409,0
1031,28110,0
1032,23546,0
1033,4992,0
1034,24366,0
1035,23007,0
1036,23793,0
1037,13100,0
1038,6612,0
1039,16467,0
1040,29134,0
1041,9039,0
1042,16599,0
1043,26580,0
1044,28021,0
1045,17923,0
1046,2224,0
1047,5545,0
1048,11984,0
1049,25375,0
1050,16941,0
1051,11130,0
1052,22847,0
1053,25345,0
1054,10309,0
1055,25482,0
1056,154,0
1057,28914,0
1058,17815,0
1059,5256,0
1060,24105,0
1061,29401,0
1062,16180,0
1063,12377,0
1064,9468,0
1065,11650,0
1066,3618,0
1067,8336,0
1068,15453,0
1069,25603,0
1070,773,0
1071,18347,0
1072,12782,0
1073,10489,0
1074,19905,0
1075,3948,0
1076,26965,0
1077,1508,0
1078,14257,0
1079,4968,0
1080,27995,0
1081,3111,0
1082,874,0
1083,15883,0
1084,2982,0
1085,25910,0
1086,28327,0
1087,1759,0
1088,9906,0
1089,28461,1
1090,24544,0
1091,18838,0
1092,25796,0
1093,13980,0
1094,29331,0
1095,10594,0
1096,1643,0
1097,16344,0
1098,6020,0
1099,9290,0
1100,15461,0
1101,10668,0
1102,5330,0
1103,1681,0
1104,694,0
1105,453,0
1106,8734,0
1107,12247,0
1108,16778,0
1109,10560,0
1110,1498,0
1111,11309,0
1112,5414,0
1113,23196,0
1114,9875,0
1115,27114,0
1116,5142,0
1117,6931,0
1118,22095,0
1119,2784,0
1120,20496,0
1121,13481,0
1122,19333,0
1123,28000,0
1124,28038,0
1125,2704,0
1126,21004,0
1127,20338,0
1128,10662,0
1129,25697,0
1130,3302,0
1131,29532,0
1132,2724,0
1133,7747,0
1134,25281,0
1135,17558,0
1136,20841,0
1137,19160,1
1138,4168,0
1139,4632,0
1140,8428,0
1141,5959,0
1142,15122,0
1143,29542,0
1144,21392,0
1145,19220,0
1146,832,0
1147,27835,0
1148,19633,0
1149,27889,0
1150,4191,0
1151,17677,0
1152,10272,0
1153,15882,0
1154,16664,0
1155,20659,0
1156,23216,0
1157,23474,0
1158,3330,0
1159,11421,0
1160,1809,0
1161,6310,0
1162,27487,0
1163,6605,0
1164,20585,0
1165,23483,0
1166,2067,0
1167,5329,0
1168,18360,0
1169,16798,0
1170,2493,0
1171,23379,0
1172,23525,0
1173,12936,0
1174,13630,0
1175,17625,0
1176,21509,0
1177,8398,0
1178,4367,0
1179,593,0
1180,22101,0
1181,20265,0
1182,6106,0
1183,15544,0
1184,29077,0
1185,21995,0
1186,2279,0
1187,28022,0
1188,20880,0
1189,27581,0
1190,1784,0
1191,12539,0
1192,3284,0
1193,412,0
1194,7268,0
1195,4875,0
1196,22354,0
1197,21140,0
1198,26112,0
1199,12267,0
1200,16746,0
1201,132,0
1202,27289,0
1203,4384,0
1204,4453,0
1205,9312,0
1206,331,0
1207,21516,0
1208,11311,0
1209,24297,0
1210,16313,0
1211,3788,1
1212,18194,0
1213,15983,0
1214,28398,0
1215,19815,0
1216,29054,0
1217,109,0
1218,17524,0
1219,27348,0
1220,987,0
1221,24958,0
1222,22235,0
1223,16825,0
1224,28927,1
1225,6368,0
1226,1009,0
1227,18798,0
1228,8341,0
1229,18726,0
1230,14135,0
1231,217,0
1232,21832,0
1233,8469,0
1234,23832,0
1235,17719,0
1236,1522,0
1237,9519,0
1238,12457,0
1239,22658,0
1240,9395,0
1241,20378,0
1242,3560,0
1243,24636,0
1244,24155,0
1245,17442,0
1246,12734,0
1247,17161,0
1248,3509,0
1249,22284,0
1250,26404,0
1251,25699,0
1252,4890,0
1253,11673,0
1254,3117,0
1255,3100,0
1256,22755,0
1257,3416,0
1258,20833,0
1259,7202,0
1260,4237,0
1261,12059,0
1262,8787,0
1263,26633,0
1264,19347,0
1265,26758,0
1266,16916,0
1267,850,0
1268,15081,0
1269,21324,0
1270,9227,0
1271,26019,0
1272,21602,0
1273,22056,0
1274,28019,0
1275,29139,0
1276,13954,0
1277,21910,0
1278,22632,0
1279,23661,0
1280,29445,0
1281,20799,0
1282,9406,0
1283,14600,0
1284,23426,0
1285,28931,0
1286,18105,0
1287,2629,0
1288,1510,0
1289,17822,0
1290,22304,0
1291,3268,0
1292,4349,0
1293,8322,0
1294,11437,0
1295,23713,0
1296,14375,0
1297,14154,0
1298,347,0
1299,24429,0
1300,5768,0
1301,15138,0
1302,14941,0
1303,17723,0
1304,17318,0
1305,4274,0
1306,17968,0
1307,29684,0
1308,10652,0
1309,23920,0
1310,7357,0
1311,8947,0
1312,27177,0
1313,11743,0
1314,15179,0
1315,29130,0
1316,3656,0
1317,14713,0
1318,15865,0
1319,16543,0
1320,29622,0
1321,22195,0
1322,20411,0
1323,5757,0
1324,3469,1
1325,4496,0
1326,17912,0
1327,28915,0
1328,3612,0
1329,9112,0
1330,15086,0
1331,14250,0
1332,6153,0
1333,5805,0
1334,5129,0
1335,23301,0
1336,1832,0
1337,10752,0
1338,10243,0
1339,24697,0
1340,15688,0
1341,15675,0
1342,24351,0
1343,28981,0
1344,7719,0
1345,12356,0
1346,27761,0
1347,27932,0
1348,11358,0
1349,13048,0
1350,6661,0
1351,24496,0
1352,17451,0
1353,1626,0
1354,22458,0
1355,28194,0
1356,17531,0
1357,17586,0
1358,23563,0
1359,27079,0
1360,7425,0
1361,8784,0
1362,1081,0
1363,1697,0
1364,17504,0
1365,12952,0
1366,13677,0
1367,21774,0
1368,14751,0
1369,25244,0
1370,16504,0
1371,9303,0
1372,11129,0
1373,25475,0
1374,20712,0
1375,13938,0
1376,8504,0
1377,27552,0
1378,21907,0
1379,8956,0
1380,4144,0
1381,23319,0
1382,15539,0
1383,24462,0
1384,19979,0
1385,28859,0
1386,16571,0
1387,27277,0
1388,16734,0
1389,24962,0
1390,7407,0
1391,18897,0
1392,11678,0
1393,3169,0
1394,5669,0
1395,8157,0
1396,28156,0
1397,23665,0
1398,28771,0
1399,14288,0
1400,1958,0
1401,14841,0
1402,13111,0
1403,25282,0
1404,20655,0
1405,12161,0
1406,4219,0
1407,18847,0
1408,21890,0
1409,16943,0
1410,19292,0
1411,15176,0
1412,29720,0
1413,19969,0
1414,27836,0
1415,3090,0
1416,5241,0
1417,26506,0
1418,8288,0
1419,15608,0
1420,28317,0
1421,29579,0
1422,4049,0
1423,14903,0
1424,18512,0
1425,25735,0
1426,9790,0
1427,2860,0
1428,27822,0
1429,18965,0
1430,26248,0
1431,15776,0
1432,3361,0
1433,9696,0
1434,3243,0
1435,22767,0
1436,27860,0
1437,27199,0
1438,12277,0
1439,11411,0
1440,19760,0
1441,10333,0
1442,18833,0
1443,24200,0
1444,13459,0
1445,8177,0
1446,17008,0
1447,23345,0
1448,19177,0
1449,25013,0
1450,1088,0
1451,3242,0
1452,20751,0
1453,5190,0
1454,930,0
1455,15472,0
1456,20508,0
1457,27483,0
1458,7452,0
1459,5845,0
1460,7458,0
1461,26372,0
1462,12425,0
1463,21765,0
1464,24300,0
1465,22537,0
1466,24812,0
1467,21031,0
1468,531,0
1469,18510,0
1470,12471,0
1471,22707,0
1472,13524,0
1473,17392,0
1474,5731,0
1475,26194,0
1476,5350,0
1477,5275,0
1478,4335,0
1479,2373,0
1480,14845,0
1481,3693,1
1482,25322,0
1483,11110,0
1484,14056,0
1485,10993,0
1486,20422,0
1487,13940,0
1488,5560,0
1489,1526,0
1490,10051,0
1491,3757,0
1492,149,0
1493,10219,0
1494,19516,1
1495,10989,0
1496,11569,0
1497,24206,0
1498,28566,0
1499,26183,0
1500,17374,0
1501,9968,0
1502,29962,0
1503,18280,0
1504,7011,0
1505,4929,0
1506,11168,0
1507,13843,0
1508,21284,0
1509,14158,0
1510,24535,1
1511,1734,0
1512,18810,0
1513,1688,0
1514,3342,0
1515,9141,0
1516,14972,0
1517,4550,0
1518,12707,0
1519,6534,0
1520,24458,0
1521,11229,0
1522,2662,0
1523,9538,0
1524,28180,0
1525,9667,0
1526,17772,0
1527,23323,0
1528,11745,0
1529,10027,0
1530,17255,0
1531,24270,0
1532,3601,0
1533,10483,0
1534,1977,0
1535,26508,0
1536,27649,0
1537,3491,0
1538,4090,1
1539,21848,0
1540,4571,0
1541,11696,0
1542,12205,0
1543,20740,0
1544,18886,0
1545,24120,0
1546,23890,0
1547,1287,0
1548,5445,0
1549,1786,0
1550,24163,0
1551,14455,0
1552,3022,0
1553,9540,0
1554,1273,0
1555,13537,0
1556,19853,0
1557,11892,0
1558,14854,0
1559,11155,0
1560,25612,0
1561,110,0
1562,20418,0
1563,26650,0
1564,27003,0
1565,8515,0
1566,28113,0
1567,1373,0
1568,13781,0
1569,8703,0
1570,14492,0
1571,3813,0
1572,11861,0
1573,7240,0
1574,3467,0
1575,9210,0
1576,26924,0
1577,10695,0
1578,23573,0
1579,4093,0
1580,22984,0
1581,17847,0
1582,24921,0
1583,28873,0
1584,1355,0
1585,26529,0
1586,12544,0
1587,2760,0
1588,29721,0
1589,24337,0
1590,22796,0
1591,6347,0
1592,19510,0
1593,4542,0
1594,6748,0
1595,14680,0
1596,24906,0
1597,14025,0
1598,24505,0
1599,26641,0
1600,29654,0
1601,5706,0
1602,24199,0
1603,16386,0
1604,1300,0
1605,19499,0
1606,18313,0
1607,24008,0
1608,27934,0
1609,7912,0
1610,16429,0
1611,5107,0
1612,3815,0
1613,23961,0
1614,4867,0
1615,3379,0
1616,29695,0
1617,13678,0
1618,17194,0
1619,22140,0
1620,22566,0
1621,9575,0
1622,25077,0
1623,28579,0
1624,520,0
1625,6088,0
1626,3341,0
1627,13469,0
1628,17957,0
1629,7125,0
1630,15292,0
1631,20391,0
1632,17231,0
1633,27325,0
1634,3574,0
1635,27816,0
1636,20977,0
1637,19053,0
1638,9085,0
1639,7016,0
1640,9694,0
1641,302,0
1642,29413,0
1643,8076,0
1644,24319,0
1645,17763,0
1646,19469,0
1647,26785,0
1648,19003,0
1649,26601,0
1650,15028,0
1651,3672,0
1652,16973,0
1653,7007,0
1654,20030,0
1655,28684,0
1656,20040,0
1657,22992,0
1658,5067,0
1659,13862,0
1660,7718,0
1661,25563,0
1662,7430,0
1663,16304,0
1664,19127,0
1665,13602,0
1666,23859,0
1667,823,0
1668,12111,0
1669,10558,0
1670,26678,0
1671,28103,0
1672,24925,0
1673,1762,0
1674,6648,0
1675,9833,0
1676,1555,0
1677,22116,0
1678,13504,0
1679,13979,0
1680,20501,0
1681,23969,0
1682,12520,0
1683,29798,0
1684,19960,0
1685,17181,0
1686,6083,0
1687,22716,0
1688,4741,0
1689,26599,0
1690,18706,0
1691,621,0
1692,21983,0
1693,18801,0
1694,23823,0
1695,384,0
1696,3623,0
1697,26547,0
1698,9244,0
1699,270,0
1700,15927,0
1701,27026,0
1702,519,0
1703,27549,0
1704,8542,0
1705,27075,0
1706,23051,0
1707,11348,0
1708,25467,0
1709,29761,0
1710,28086,0
1711,15434,0
1712,3415,0
1713,24536,0
1714,697,0
1715,10917,0
1716,21117,0
1717,19862,0
1718,4198,0
1719,26642,0
1720,11016,0
1721,13559,0
1722,28868,0
1723,7606,0
1724,4398,0
1725,19779,0
1726,16194,0
1727,22051,0
1728,21037,0
1729,22110,0
1730,28399,0
1731,25129,0
1732,16205,0
1733,11782,0
1734,19646,0
1735,17334,0
1736,29198,0
1737,20412,0
1738,4125,0
1739,28732,0
1740,27976,0
1741,17276,0
1742,17071,0
1743,29372,0
1744,28893,0
1745,23200,0
1746,19142,0
1747,22198,0
1748,26839,0
1749,2876,0
1750,6930,0
1751,18298,0
1752,5662,0
1753,22760,0
1754,24007,0
1755,11672,0
1756,18507,0
1757,1605,0
1758,20457,0
1759,28668,0
1760,27903,0
1761,6685,0
1762,14787,0
1763,10133,0
1764,19608,0
1765,13985,0
1766,28281,0
1767,1029,0
1768,16003,0
1769,7802,0
1770,11836,0
1771,11060,0
1772,26485,0
1773,22159,0
1774,27446,0
1775,11525,0
1776,6235,0
1777,7521,0
1778,3447,0
1779,8715,0
1780,4728,0
1781,15478,0
1782,26247,0
1783,11184,0
1784,25845,0
1785,20938,0
1786,14947,0
1787,24494,0
1788,18588,0
1789,22819,0
1790,13547,0
1791,5544,0
1792,21425,0
1793,4260,0
1794,19894,0
1795,17330,0
1796,9075,0
1797,21581,0
1798,11498,0
1799,840,0
1800,12120,0
1801,18723,0
1802,10626,0
1803,6005,0
1804,27824,0
1805,29349,0
1806,24004,0
1807,3266,0
1808,6472,0
1809,7840,0
1810,8131,0
1811,4477,0
1812,7366,0
1813,11117,0
1814,8929,0
1815,14886,0
1816,24640,0
1817,6613,0
1818,14237,0
1819,16967,0
1820,20736,0
1821,23206,0
1822,17068,0
1823,3759,0
1824,24851,0
1825,25453,0
1826,24054,0
1827,3018,0
1828,28807,0
1829,18771,0
1830,2634,0
1831,27254,0
1832,29026,0
1833,14031,0
1834,14871,0
1835,19322,0
1836,15127,0
1837,16249,0
1838,18529,0
1839,19296,0
1840,20930,0
1841,13742,0
1842,7531,0
1843,7082,0
1844,3936,0
1845,17283,0
1846,22119,0
1847,22738,0
1848,24294,0
1849,8642,0
1850,24528,0
1851,11601,0
1852,29418,0
1853,29391,0
1854,17751,0
1855,4526,0
1856,13356,0
1857,2220,0
1858,15860,0
1859,19878,0
1860,6852,0
1861,5759,0
1862,4793,0
1863,5192,0
1864,22862,0
1865,16254,0
1866,14984,0
1867,14587,0
1868,24904,0
1869,11185,0
1870,13846,0
1871,17310,0
1872,28935,0
1873,21777,0
1874,28735,0
1875,3822,0
1876,11694,0
1877,9551,0
1878,10325,0
